# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length
GCF_000143885.2,PRJNA174812,SAMN02603183,,na,337191,337191,Gordonia sp. KTR9,strain=KTR9,,latest,Complete Genome,Major,Full,2012/09/10,ASM14388v2,"Department of Microbiology & Immunology, University of British Columbia, Vancouver, British Columbia, Canada.",GCA_000143885.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000143885.2_ASM14388v2,3.0,4.0,5130.0,5885710.0,GCF_000143885.2_Gordonia sp. KTR9_strain=KTR9,0.485855605727,65.0653787561,4343.0,@GCF_000143885.2_Gordonia_sp._KTR9_strain_KTR9,218.0,0.0290411
GCF_000026185.1,PRJNA59029,SAMEA2272215,,na,465817,338565,Erwinia tasmaniensis Et1/99,strain=Et1/99,,latest,Complete Genome,Major,Full,2008/05/13,ASM2618v1,,GCA_000026185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000026185.1_ASM2618v1,7.0,6.0,3540.0,4067864.0,GCF_000026185.1_Erwinia tasmaniensis Et1/99_strain=Et1/99,0.420802574208,47.3794621624,950.0,@GCF_000026185.1_Erwinia_tasmaniensis_Et1/99_strain_Et1/99,223.0,0.0101551
GCF_000348805.1,PRJNA193717,,,na,1229512,340044,Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA,strain=BPAA,,latest,Complete Genome,Major,Full,2013/03/13,ASM34880v1,University of the Ryukyus,GCA_000348805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000348805.1_ASM34880v1,1.0,1.0,568.0,632490.0,GCF_000348805.1_Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA_strain=BPAA,0.399882432808,26.4076902402,2298.0,@GCF_000348805.1_Blattabacterium_sp.__Panesthia_angustipennis_spadica__str._BPAA_strain_BPAA,80.0,0.0206635
GCF_001267925.1,PRJNA224116,SAMN03010392,,na,1262470,341045,Herbaspirillum hiltneri N3,strain=N3,,latest,Complete Genome,Major,Full,2015/08/17,ASM126792v1,Universidade Federal do Parana,GCA_001267925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001267925.1_ASM126792v1,2.0,1.0,4306.0,4965474.0,GCF_001267925.1_Herbaspirillum hiltneri N3_strain=N3,0.39095502538,60.7561936685,1775.0,@GCF_001267925.1_Herbaspirillum_hiltneri_N3_strain_N3,188.0,0.0303998
GCF_000755985.1,PRJNA224116,SAMN02847801,,na,342113,342113,Burkholderia oklahomensis,strain=EO147,,latest,Complete Genome,Major,Full,2014/09/18,ASM75598v1,Los Alamos National Laboratory,GCA_000755985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000755985.1_ASM75598v1,4.0,2.0,6143.0,7313673.0,GCF_000755985.1_Burkholderia oklahomensis_strain=EO147,0.429007287871,66.9354932375,1928.0,@GCF_000755985.1_Burkholderia_oklahomensis_strain_EO147,166.0,0.00148564
GCF_000959365.1,PRJNA224116,SAMN03075637,,na,441162,342113,Burkholderia oklahomensis C6786,strain=C6786,,latest,Complete Genome,Major,Full,2015/03/20,ASM95936v1,Los Alamos National Laboratory,GCA_000959365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000959365.1_ASM95936v1,4.0,2.0,6006.0,7135022.0,GCF_000959365.1_Burkholderia oklahomensis C6786_strain=C6786,0.42760581061,67.0967251165,1927.0,@GCF_000959365.1_Burkholderia_oklahomensis_C6786_strain_C6786,167.0,1.15103e-06
GCF_000817955.1,PRJNA224116,SAMN03096815,,na,345632,345632,Geobacter pickeringii,strain=G13,,latest,Complete Genome,Major,Full,2015/01/14,ASM81795v1,University of Minnesota,GCA_000817955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000817955.1_ASM81795v1,3.0,1.0,3128.0,3618700.0,GCF_000817955.1_Geobacter pickeringii_strain=G13,0.483226952131,62.2727498826,5125.0,@GCF_000817955.1_Geobacter_pickeringii_strain_G13,135.0,0.0545192
GCF_000577275.1,PRJNA224116,SAMEA3138925,CBYB000000000.1,na,348824,348824,Rhizobium sp. LPU83,strain=LPU83,,latest,Complete Genome,Major,Full,2014/02/11,LPU83,CEBITEC,GCA_000577275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000577275.1_LPU83,3.0,4.0,6319.0,7038809.0,GCF_000577275.1_Rhizobium sp. LPU83_strain=LPU83,0.478382514783,59.5461224704,66.0,@GCF_000577275.1_Rhizobium_sp._LPU83_strain_LPU83,203.0,0.0300786
GCF_000016885.1,PRJNA58459,SAMN02598345,,na,349106,349106,Psychrobacter sp. PRwf-1,strain=PRwf-1,,latest,Complete Genome,Major,Full,2007/06/04,ASM1688v1,,GCA_000016885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000016885.1_ASM1688v1,5.0,3.0,2339.0,2995049.0,GCF_000016885.1_Psychrobacter sp. PRwf-1_strain=PRwf-1,0.424626617135,41.1980230612,418.0,@GCF_000016885.1_Psychrobacter_sp._PRwf-1_strain_PRwf-1,146.0,0.0383085
GCF_000226315.1,PRJNA73585,SAMN02604252,,na,856793,349221,Micavibrio aeruginosavorus ARL-13,strain=ARL-13,,latest,Complete Genome,Major,Full,2011/09/23,ASM22631v1,,GCA_000226315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000226315.1_ASM22631v1,1.0,1.0,2304.0,2481983.0,GCF_000226315.1_Micavibrio aeruginosavorus ARL-13_strain=ARL-13,0.434486850549,54.7129855442,297.0,@GCF_000226315.1_Micavibrio_aeruginosavorus_ARL-13_strain_ARL-13,119.0,0.00397538
GCF_000348745.1,PRJNA194120,SAMN02604326,,na,349215,349221,Micavibrio aeruginosavorus EPB,strain=EPB,,latest,Complete Genome,Major,Full,2013/03/25,ASM34874v1,Weizmann Institute of Science,GCA_000348745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000348745.1_ASM34874v1,1.0,1.0,2271.0,2458610.0,GCF_000348745.1_Micavibrio aeruginosavorus EPB_strain=EPB,0.440269339429,54.9628448595,298.0,@GCF_000348745.1_Micavibrio_aeruginosavorus_EPB_strain_EPB,137.0,0.00305491
GCF_000835165.1,PRJNA224116,SAMN02800399,,na,1224162,349751,Corynebacterium marinum DSM 44953,strain=DSM 44953,,latest,Complete Genome,Major,Full,2015/02/10,ASM83516v1,"CeBiTec, Bielefeld University",GCA_000835165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000835165.1_ASM83516v1,4.0,3.0,2434.0,2729219.0,GCF_000835165.1_Corynebacterium marinum DSM 44953_strain=DSM 44953,0.495536844035,62.1995886844,4482.0,@GCF_000835165.1_Corynebacterium_marinum_DSM_44953_strain_DSM_44953,152.0,0.094141
GCF_000014785.1,PRJNA58467,SAMN02598349,,representative genome,187272,351052,Alkalilimnicola ehrlichii MLHE-1,strain=MLHE-1,,latest,Complete Genome,Major,Full,2006/09/12,ASM1478v1,,GCA_000014785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014785.1_ASM1478v1,2.0,1.0,2809.0,3275944.0,GCF_000014785.1_Alkalilimnicola ehrlichii MLHE-1_strain=MLHE-1,0.49125526959,67.5312520605,336.0,@GCF_000014785.1_Alkalilimnicola_ehrlichii_MLHE-1_strain_MLHE-1,185.0,0.0276037
GCF_000283575.1,PRJNA73895,,,representative genome,693746,351091,Oscillibacter valericigenes Sjm18-20,,,latest,Complete Genome,Major,Full,2011/09/30,ASM28357v1,National Institute of Technology and Evaluation,GCA_000283575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000283575.1_ASM28357v1,3.0,2.0,4017.0,4470622.0,GCF_000283575.1_Oscillibacter valericigenes Sjm18-20,0.427608650519,48.3248218788,2953.0,@GCF_000283575.1_Oscillibacter_valericigenes_Sjm18-20,152.0,0.309303
GCF_000016745.1,PRJNA58475,SAMN02598352,,representative genome,351605,351604,Geobacter uraniireducens Rf4,strain=Rf4,,latest,Complete Genome,Major,Full,2007/05/11,ASM1674v1,,GCA_000016745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000016745.1_ASM1674v1,2.0,1.0,4262.0,5136364.0,GCF_000016745.1_Geobacter uraniireducens Rf4_strain=Rf4,0.461719188741,54.2382315584,5126.0,@GCF_000016745.1_Geobacter_uraniireducens_Rf4_strain_Rf4,166.0,0.0183578
GCF_000968195.1,PRJNA224116,SAMEA3283113,,na,351671,351671,Xenorhabdus doucetiae,strain=FRM16,,latest,Complete Genome,Major,Full,2014/06/30,ASM96819v1,Genoscope CEA,GCA_000968195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000968195.1_ASM96819v1,7.0,2.0,3350.0,4203651.0,GCF_000968195.1_Xenorhabdus doucetiae_strain=FRM16,0.399454123819,45.4014053715,704.0,@GCF_000968195.1_Xenorhabdus_doucetiae_strain_FRM16,198.0,0.0443031
GCF_000015185.1,PRJNA58341,SAMN02598315,,na,351745,351745,Shewanella sp. W3-18-1,strain=W3-18-1,,latest,Complete Genome,Major,Full,2007/01/03,ASM1518v1,,GCA_000015185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000015185.1_ASM1518v1,8.0,1.0,4039.0,4708380.0,GCF_000015185.1_Shewanella sp. W3-18-1_strain=W3-18-1,0.405517238084,44.6332708915,1435.0,@GCF_000015185.1_Shewanella_sp._W3-18-1_strain_W3-18-1,205.0,0.00465091
GCF_000246855.1,PRJNA83125,SAMN02232043,,representative genome,700598,354356,Niastella koreensis GR20-10,strain=GR20-10,,latest,Complete Genome,Major,Full,2011/12/14,ASM24685v1,,GCA_000246855.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000246855.1_ASM24685v1,3.0,1.0,7104.0,9033684.0,GCF_000246855.1_Niastella koreensis GR20-10_strain=GR20-10,0.2005957677,44.8697452778,2135.0,@GCF_000246855.1_Niastella_koreensis_GR20-10_strain_GR20-10,189.0,0.146507
GCF_000015285.1,PRJNA58521,SAMN02598361,,representative genome,357804,357794,Psychromonas ingrahamii 37,strain=37,,latest,Complete Genome,Major,Full,2006/12/22,ASM1528v1,,GCA_000015285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000015285.1_ASM1528v1,10.0,1.0,3628.0,4559598.0,GCF_000015285.1_Psychromonas ingrahamii 37_strain=37,0.382631823436,40.0862751497,684.0,@GCF_000015285.1_Psychromonas_ingrahamii_37_strain_37,215.0,0.0459991
GCF_000016665.1,PRJNA58523,SAMN02598362,,na,357808,357808,Roseiflexus sp. RS-1,strain=RS-1,,latest,Complete Genome,Major,Full,2007/06/04,ASM1666v1,,GCA_000016665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000016665.1_ASM1666v1,2.0,1.0,4599.0,5801598.0,GCF_000016665.1_Roseiflexus sp. RS-1_strain=RS-1,0.128977425257,60.3873450039,2615.0,@GCF_000016665.1_Roseiflexus_sp._RS-1_strain_RS-1,175.0,0.0850638
GCF_000302535.1,PRJNA176500,SAMN02604069,,na,358220,358220,Acidovorax sp. KKS102,strain=KKS102,,latest,Complete Genome,Major,Full,2012/10/03,ASM30253v1,Tohoku University,GCA_000302535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000302535.1_ASM30253v1,3.0,1.0,4596.0,5196935.0,GCF_000302535.1_Acidovorax sp. KKS102_strain=KKS102,0.392492883589,64.9185144705,1751.0,@GCF_000302535.1_Acidovorax_sp._KKS102_strain_KKS102,202.0,0.0290574
GCF_000016065.1,PRJNA58349,SAMN00623064,,representative genome,323850,359303,Shewanella loihica PV-4,strain=PV-4,,latest,Complete Genome,Major,Full,2007/03/07,ASM1606v1,,GCA_000016065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000016065.1_ASM1606v1,8.0,1.0,3851.0,4602594.0,GCF_000016065.1_Shewanella loihica PV-4_strain=PV-4,0.406335457884,53.6669973498,1468.0,@GCF_000016065.1_Shewanella_loihica_PV-4_strain_PV-4,203.0,0.0302952
GCF_000023705.1,PRJNA59373,SAMN00017443,,representative genome,583345,359408,Methylotenera mobilis JLW8,strain=JLW8,,latest,Complete Genome,Major,Full,2009/07/15,ASM2370v1,,GCA_000023705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000023705.1_ASM2370v1,2.0,1.0,2309.0,2547570.0,GCF_000023705.1_Methylotenera mobilis JLW8_strain=JLW8,0.395572428474,45.5101920654,1624.0,@GCF_000023705.1_Methylotenera_mobilis_JLW8_strain_JLW8,130.0,0.0338672
GCF_000023045.1,PRJNA59093,SAMN02598453,,na,360911,360911,Exiguobacterium sp. AT1b,strain=AT1b,,latest,Complete Genome,Major,Full,2009/05/05,ASM2304v1,,GCA_000023045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000023045.1_ASM2304v1,9.0,1.0,2989.0,2999895.0,GCF_000023045.1_Exiguobacterium sp. AT1b_strain=AT1b,0.418320536046,48.4625628564,3300.0,@GCF_000023045.1_Exiguobacterium_sp._AT1b_strain_AT1b,178.0,0.0943
GCF_000189535.1,PRJNA63629,SAMN00710681,,representative genome,930171,361575,Arthrobacter phenanthrenivorans Sphe3,strain=Sphe3,,latest,Complete Genome,Major,Full,2011/02/16,ASM18953v1,,GCA_000189535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000189535.1_ASM18953v1,4.0,3.0,3987.0,4535320.0,GCF_000189535.1_Arthrobacter phenanthrenivorans Sphe3_strain=Sphe3,0.466033607073,63.3195236513,4166.0,@GCF_000189535.1_Arthrobacter_phenanthrenivorans_Sphe3_strain_Sphe3,207.0,0.00866312
GCF_000830005.1,PRJNA224116,SAMN02730132,,na,362257,362257,Streptomyces vietnamensis,strain=GIMV4.0001,,latest,Complete Genome,Major,Full,2015/01/29,ASM83000v1,Guangdong Institute of Microbiology,GCA_000830005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000830005.1_ASM83000v1,7.0,2.0,7812.0,9153777.0,GCF_000830005.1_Streptomyces vietnamensis_strain=GIMV4.0001,0.517163385832,70.5634146434,4566.0,@GCF_000830005.1_Streptomyces_vietnamensis_strain_GIMV4.0001,222.0,0.0356594
GCF_001281045.1,PRJNA224116,SAMN03955382,,na,362837,362837,Spiroplasma cantharicola,strain=CC-1,,latest,Complete Genome,Major,Full,2015/09/11,ASM128104v1,Academia Sinica,GCA_001281045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001281045.1_ASM128104v1,1.0,1.0,998.0,1179577.0,GCF_001281045.1_Spiroplasma cantharicola_strain=CC-1,0.63555700805,25.0093041828,3234.0,@GCF_001281045.1_Spiroplasma_cantharicola_strain_CC-1,34.0,0.0093849
GCF_000015565.1,PRJNA58675,SAMN02598379,,representative genome,391735,364317,Verminephrobacter eiseniae EF01-2,strain=EF01-2,,latest,Complete Genome,Major,Full,2007/01/09,ASM1556v1,,GCA_000015565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000015565.1_ASM1556v1,3.0,2.0,4665.0,5597943.0,GCF_000015565.1_Verminephrobacter eiseniae EF01-2_strain=EF01-2,0.373692052982,61.9432564459,1752.0,@GCF_000015565.1_Verminephrobacter_eiseniae_EF01-2_strain_EF01-2,211.0,0.100065
GCF_000014285.1,PRJNA58661,SAMN02603769,,representative genome,391165,364410,Granulibacter bethesdensis CGDNIH1,strain=CGDNIH1,,latest,Complete Genome,Major,Full,2006/09/13,ASM1428v1,,GCA_000014285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014285.1_ASM1428v1,3.0,1.0,2353.0,2708355.0,,,59.0721304999,,,,
GCF_000576145.1,PRJNA224116,SAMN03081434,,na,1052095,364410,Granulibacter bethesdensis CGDNIH4,strain=CGDNIH4,,latest,Complete Genome,Major,Full,2014/02/20,ASM57614v1,Integrated Genomics,GCA_000576145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000576145.1_ASM57614v1,3.0,1.0,2364.0,2715337.0,,,58.7521917169,,,,
GCF_000576085.1,PRJNA224116,SAMN03081433,,na,1052004,364410,Granulibacter bethesdensis CGDNIH3,strain=CGDNIH3,,latest,Complete Genome,Major,Full,2014/02/20,ASM57608v1,Integrated Genomics,GCA_000576085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000576085.1_ASM57608v1,3.0,1.0,2361.0,2711143.0,,,58.8461398016,,,,
GCF_000576185.1,PRJNA224116,SAMN03081435,,na,1051974,364410,Granulibacter bethesdensis CGDNIH2,strain=CGDNIH2,,latest,Complete Genome,Major,Full,2014/02/20,ASM57618v1,Integrated Genomics,GCA_000576185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000576185.1_ASM57618v1,3.0,1.0,2393.0,2736589.0,GCF_000576185.1_Granulibacter bethesdensis CGDNIH2_strain=CGDNIH2,0.45434978522,59.0340749013,5159.0,@GCF_000576185.1_Granulibacter_bethesdensis_CGDNIH2_strain_CGDNIH2,175.0,0.0323954
GCF_000271665.2,PRJNA224116,SAMN00996448,,na,1192197,365349,Pelosinus fermentans JBW45,strain=JBW45,,latest,Complete Genome,Major,Full,2015/03/02,ASM27166v2,Oak Ridge National Laboratory,GCA_000271665.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000271665.2_ASM27166v2,9.0,1.0,4533.0,5380816.0,GCF_000271665.2_Pelosinus fermentans JBW45_strain=JBW45,0.34654173284,39.51025272,2981.0,@GCF_000271665.2_Pelosinus_fermentans_JBW45_strain_JBW45,188.0,0.0236785
GCF_000612505.1,PRJNA224116,SAMN03081446,,representative genome,1268072,365617,Paenibacillus sabinae T27,strain=T27,,latest,Complete Genome,Major,Full,2014/04/04,ASM61250v1,China Agricultural University,GCA_000612505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000612505.1_ASM61250v1,9.0,1.0,4622.0,5270569.0,GCF_000612505.1_Paenibacillus sabinae T27_strain=T27,0.420191494962,52.638016882,3066.0,@GCF_000612505.1_Paenibacillus_sabinae_T27_strain_T27,178.0,0.0435574
GCF_000019145.1,PRJNA58551,SAMN02598364,,na,366602,366602,Caulobacter sp. K31,strain=K31,,latest,Complete Genome,Major,Full,2008/02/07,ASM1914v1,,GCA_000019145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000019145.1_ASM1914v1,2.0,3.0,5255.0,5889399.0,GCF_000019145.1_Caulobacter sp. K31_strain=K31,0.494238120856,66.2436346901,165.0,@GCF_000019145.1_Caulobacter_sp._K31_strain_K31,201.0,0.0433338
GCF_000969685.2,PRJNA224116,SAMEA3283112,,na,366649,366648,Xanthomonas fuscans subsp. fuscans,strain=4834-R,,latest,Complete Genome,Major,Full,2013/10/11,ASM96968v1,FNX (French Network on xanthomonads),GCA_000969685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000969685.2_ASM96968v1,2.0,4.0,3922.0,5088683.0,,,61.6923225405,,,,
GCF_000225915.1,PRJNA73179,SAMN02604170,,na,981368,366650,Xanthomonas axonopodis pv. citrumelo F1,strain=F1,,latest,Complete Genome,Major,Full,2011/09/14,ASM22591v1,,GCA_000225915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000225915.1_ASM22591v1,2.0,1.0,3990.0,4967469.0,GCF_000225915.1_Xanthomonas axonopodis pv. citrumelo F1_strain=F1,0.500551857778,64.9199219965,2027.0,@GCF_000225915.1_Xanthomonas_axonopodis_pv._citrumelo_F1_strain_F1,196.0,0.00141011
GCF_000582515.1,PRJNA224116,SAMN02640350,,na,367190,367190,Yersinia similis,strain=Y_sim_228,,latest,Complete Genome,Major,Full,2014/02/26,ASM58251v1,Friedrich-Loeffler-Institut,GCA_000582515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000582515.1_ASM58251v1,7.0,2.0,4207.0,4964409.0,GCF_000582515.1_Yersinia similis_strain=Y_sim_228,0.420546704854,47.3759716686,776.0,@GCF_000582515.1_Yersinia_similis_strain_Y_sim_228,228.0,0.00179218
GCF_000093165.1,PRJNA41287,SAMN02604139,,na,600809,367488,Blattabacterium sp. (Periplaneta americana) str. BPLAN,strain=BPLAN,,latest,Complete Genome,Major,Full,2010/04/01,ASM9316v1,,GCA_000093165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000093165.1_ASM9316v1,1.0,2.0,582.0,640442.0,GCF_000093165.1_Blattabacterium sp. (Periplaneta americana) str. BPLAN_strain=BPLAN,0.397464842863,28.3311084322,2295.0,@GCF_000093165.1_Blattabacterium_sp.__Periplaneta_americana__str._BPLAN_strain_BPLAN,61.0,0.0321291
GCF_000334405.1,PRJNA188115,SAMN02604108,,na,1072467,367806,Blattabacterium sp. (Blatta orientalis) str. Tarazona,strain=Tarazona,,latest,Complete Genome,Major,Full,2013/01/30,ASM33440v1,,GCA_000334405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000334405.1_ASM33440v1,1.0,2.0,546.0,638184.0,GCF_000334405.1_Blattabacterium sp. (Blatta orientalis) str. Tarazona_strain=Tarazona,0.42071768574,29.4072138021,2294.0,@GCF_000334405.1_Blattabacterium_sp.__Blatta_orientalis__str._Tarazona_strain_Tarazona,89.0,0.0250679
GCF_000145255.1,PRJNA51505,SAMN00002572,,representative genome,395494,370405,Gallionella capsiferriformans ES-2,strain=ES-2,,latest,Complete Genome,Major,Full,2010/08/11,ASM14525v1,,GCA_000145255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000145255.1_ASM14525v1,3.0,1.0,2800.0,3162471.0,GCF_000145255.1_Gallionella capsiferriformans ES-2_strain=ES-2,0.405442967318,52.7548236806,1637.0,@GCF_000145255.1_Gallionella_capsiferriformans_ES-2_strain_ES-2,144.0,0.0967578
GCF_000316665.1,PRJNA182929,SAMN02232049,,na,373994,373994,Rivularia sp. PCC 7116,strain=PCC 7116,,latest,Complete Genome,Major,Full,2012/12/04,ASM31666v1,DOE Joint Genome Institute,GCA_000316665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000316665.1_ASM31666v1,3.0,3.0,6436.0,8728773.0,GCF_000316665.1_Rivularia sp. PCC 7116_strain=PCC 7116,0.473262594794,36.5060021585,2528.0,@GCF_000316665.1_Rivularia_sp._PCC_7116_strain_PCC_7116,176.0,0.11692
GCF_000013625.1,PRJNA58603,SAMN02603336,,na,375286,375286,Janthinobacterium sp. Marseille,strain=Marseille,,latest,Complete Genome,Major,Full,2007/07/06,ASM1362v1,,GCA_000013625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000013625.1_ASM1362v1,2.0,1.0,3755.0,4110251.0,GCF_000013625.1_Janthinobacterium sp. Marseille_strain=Marseille,0.3992653477,54.2341818054,1787.0,@GCF_000013625.1_Janthinobacterium_sp._Marseille_strain_Marseille,192.0,0.015701
GCF_000020005.1,PRJNA59001,SAMN02598430,,representative genome,457570,375929,Natranaerobius thermophilus JW/NM-WN-LF,strain=JW/NM-WN-LF,,latest,Complete Genome,Major,Full,2008/04/09,ASM2000v1,,GCA_000020005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000020005.1_ASM2000v1,4.0,3.0,2815.0,3191453.0,GCF_000020005.1_Natranaerobius thermophilus JW/NM-WN-LF_strain=JW/NM-WN-LF,0.480264250917,35.3943744417,4038.0,@GCF_000020005.1_Natranaerobius_thermophilus_JW/NM-WN-LF_strain_JW/NM-WN-LF,134.0,0.280633
GCF_000190575.1,PRJNA63269,SAMN00713589,,representative genome,667015,376805,Bacteroides salanitronis DSM 18170,strain=DSM 18170,,latest,Complete Genome,Major,Full,2011/02/28,ASM19057v1,,GCA_000190575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000190575.1_ASM19057v1,6.0,4.0,3556.0,4308663.0,GCF_000190575.1_Bacteroides salanitronis DSM 18170_strain=DSM 18170,0.0460231964135,40.6488741173,2173.0,@GCF_000190575.1_Bacteroides_salanitronis_DSM_18170_strain_DSM_18170,171.0,0.233008
GCF_000227705.2,PRJNA74021,SAMN02261378,,representative genome,717605,377615,Thermobacillus composti KWC4,strain=KWC4,,latest,Complete Genome,Major,Full,2012/12/18,ASM22770v3,JGI,GCA_000227705.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000227705.2_ASM22770v3,5.0,2.0,3713.0,4355525.0,GCF_000227705.2_Thermobacillus composti KWC4_strain=KWC4,0.430554658663,53.9535505413,3040.0,@GCF_000227705.2_Thermobacillus_composti_KWC4_strain_KWC4,149.0,0.132225
GCF_000317675.1,PRJNA183340,SAMN02261329,,representative genome,755178,379064,Cyanobacterium aponinum PCC 10605,strain=PCC 10605,,latest,Complete Genome,Major,Full,2012/12/07,ASM31767v1,JGI,GCA_000317675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000317675.1_ASM31767v1,3.0,2.0,3396.0,4176973.0,GCF_000317675.1_Cyanobacterium aponinum PCC 10605_strain=PCC 10605,0.395587928284,34.0647133504,2549.0,@GCF_000317675.1_Cyanobacterium_aponinum_PCC_10605_strain_PCC_10605,184.0,0.248926
GCF_000092385.1,PRJNA82931,SAMN02603683,,representative genome,749414,379067,Streptomyces bingchenggensis BCW-1,strain=BCW-1,,latest,Complete Genome,Major,Full,2010/05/28,ASM9238v1,,GCA_000092385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000092385.1_ASM9238v1,6.0,1.0,9534.0,11936683.0,GCF_000092385.1_Streptomyces bingchenggensis BCW-1_strain=BCW-1,0.509664670183,70.7545890261,4601.0,@GCF_000092385.1_Streptomyces_bingchenggensis_BCW-1_strain_BCW-1,230.0,0.0281681
GCF_000012265.1,PRJNA57937,SAMN02604012,,representative genome,220664,380021,Pseudomonas protegens Pf-5,strain=Pf-5,,latest,Complete Genome,Major,Full,2005/06/30,ASM1226v1,,GCA_000012265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000012265.1_ASM1226v1,5.0,1.0,6178.0,7074893.0,GCF_000012265.1_Pseudomonas protegens Pf-5_strain=Pf-5,0.480975534428,63.3049291346,458.0,@GCF_000012265.1_Pseudomonas_protegens_Pf-5_strain_Pf-5,273.0,0.0219451
GCF_000397205.1,PRJNA203393,SAMN02603271,,na,1124983,380021,Pseudomonas protegens CHA0,strain=CHA0,,latest,Complete Genome,Major,Full,2013/05/16,ASM39720v1,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",GCA_000397205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000397205.1_ASM39720v1,5.0,1.0,6070.0,6867980.0,,,63.3905893727,,,,
GCF_000828695.1,PRJNA224116,,,na,1420599,380021,Pseudomonas protegens Cab57,,,latest,Complete Genome,Major,Full,2014/04/11,ASM82869v1,National Institute of Agrobiological Sciences,GCA_000828695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000828695.1_ASM82869v1,5.0,1.0,6054.0,6827892.0,,,63.335682521,,,,
