# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
GCF_000014745.1,PRJNA224116,SAMN02598382,,representative genome,394221,74318,Maricaulis maris MCS10,strain=MCS10,,latest,Complete Genome,Major,Full,2006/09/14,ASM1474v1,DOE Joint Genome Institute,GCA_000014745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/745/GCF_000014745.1_ASM1474v1,,,2.0,1.0,3062.0,3368780.0,GCF_000014745.1_Maricaulis maris MCS10_strain=MCS10,0.485232936985,62.7276343365,405.0,@GCF_000014745.1_Maricaulis_maris_MCS10_strain_MCS10,180.0,0.131269,472.0
GCF_000818015.1,PRJNA224116,SAMN02673660,,representative genome,1123016,74829,Pseudomonas balearica DSM 6083,strain=DSM6083 (=SP1402),,latest,Complete Genome,Major,Full,2015/01/14,ASM81801v1,MICROGEN. Microbial Comparative Genomics,GCA_000818015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/818/015/GCF_000818015.1_ASM81801v1,,assembly from type material,4.0,1.0,3914.0,4383480.0,GCF_000818015.1_Pseudomonas balearica DSM 6083_strain=DSM6083 (=SP1402),0.442166940818,64.6553879566,993.0,@GCF_000818015.1_Pseudomonas_balearica_DSM_6083_strain_DSM6083___SP1402_,208.0,0.036003,270.0
GCF_000522545.2,PRJNA224116,SAMN02641588,,na,1323664,75105,Paraburkholderia caribensis MBA4,strain=MBA4,,latest,Complete Genome,Major,Full,2015/10/30,ASM52254v2,"School of Biological Sciences, The University of Hong Kong",GCA_000522545.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/522/545/GCF_000522545.2_ASM52254v2,,,6.0,3.0,8086.0,9482704.0,GCF_000522545.2_Paraburkholderia caribensis MBA4_strain=MBA4,0.376521758151,62.4597055861,3083.0,@GCF_000522545.2_Paraburkholderia_caribensis_MBA4_strain_MBA4,189.0,0.00987842,339.0
GCF_001449005.1,PRJNA224116,SAMN04031629,,na,75105,75105,Paraburkholderia caribensis,strain=MWAP64,,latest,Complete Genome,Major,Full,2015/11/24,ASM144900v1,University of Hong Kong,GCA_001449005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/449/005/GCF_001449005.1_ASM144900v1,,assembly from type material,6.0,4.0,7628.0,9032119.0,GCF_001449005.1_Paraburkholderia caribensis_strain=MWAP64,0.371740888205,62.5750723612,3084.0,@GCF_001449005.1_Paraburkholderia_caribensis_strain_MWAP64,184.0,1e-06,143.0
GCF_001611015.1,PRJNA224116,SAMN04296707,,na,75105,75105,Paraburkholderia caribensis,strain=Bcrs1W,,latest,Complete Genome,Major,Full,2016/04/05,ASM161101v1,Tohoku university,GCA_001611015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/015/GCF_001611015.1_ASM161101v1,,,6.0,3.0,7913.0,9319993.0,GCF_001611015.1_Paraburkholderia caribensis_strain=Bcrs1W,0.375812300217,62.3239738485,3082.0,@GCF_001611015.1_Paraburkholderia_caribensis_strain_Bcrs1W,190.0,0.00134762,176.0
GCF_001983975.1,PRJNA224116,SAMN06209296,,representative genome,75293,75293,Streptomyces autolyticus,strain=CGMCC0516,,latest,Complete Genome,Major,Full,2017/02/03,ASM198397v1,school of medicine,GCA_001983975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/983/975/GCF_001983975.1_ASM198397v1,,,6.0,8.0,7709.0,10184660.0,GCF_001983975.1_Streptomyces autolyticus_strain=CGMCC0516,0.497015196029,71.2096918307,7629.0,@GCF_001983975.1_Streptomyces_autolyticus_strain_CGMCC0516,224.0,0.0251171,3.0
GCF_000257545.3,PRJNA224116,SAMN02469697,,na,1147786,75612,Pseudomonas mandelii JR-1,strain=JR-1,,latest,Complete Genome,Major,Full,2014/05/15,ASM25754v3,Daegu University,GCA_000257545.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/545/GCF_000257545.3_ASM25754v3,,assembly from proxytype material,6.0,2.0,6357.0,7188564.0,GCF_000257545.3_Pseudomonas mandelii JR-1_strain=JR-1,0.45461051073,59.0022290961,1148.0,@GCF_000257545.3_Pseudomonas_mandelii_JR-1_strain_JR-1,212.0,1e-06,55.0
GCF_000612685.1,PRJNA224116,SAMEA3138971,,representative genome,1437824,75697,Castellaniella defragrans 65Phen,strain=65Phen,,latest,Complete Genome,Major,Full,2014/02/28,scf7180000000004,MAX-PLANCK-INSTITUTE FOR MARINE MICROBIOLOGY,GCA_000612685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/685/GCF_000612685.1_scf7180000000004,,,2.0,1.0,3309.0,3952818.0,GCF_000612685.1_Castellaniella defragrans 65Phen_strain=65Phen,0.377873516063,68.9416765457,3007.0,@GCF_000612685.1_Castellaniella_defragrans_65Phen_strain_65Phen,179.0,0.0644353,209.0
GCF_000512735.1,PRJNA224116,SAMN02769647,,representative genome,75906,75906,Thermocrinis ruber,strain=DSM 23557,,latest,Complete Genome,Major,Full,2014/01/03,ASM51273v1,JGI,GCA_000512735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/735/GCF_000512735.1_ASM51273v1,,assembly from type material,1.0,1.0,1590.0,1521037.0,GCF_000512735.1_Thermocrinis ruber_strain=DSM 23557,0.14639485784,45.1919315572,4586.0,@GCF_000512735.1_Thermocrinis_ruber_strain_DSM_23557,108.0,0.0728662,86.0
GCF_000376645.1,PRJNA224116,SAMN02603277,,representative genome,1316932,75985,Mannheimia haemolytica M42548,strain=M42548,,latest,Complete Genome,Major,Full,2013/04/22,ASM37664v1,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",GCA_000376645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/645/GCF_000376645.1_ASM37664v1,,,6.0,1.0,2607.0,2731870.0,GCF_000376645.1_Mannheimia haemolytica M42548_strain=M42548,0.398174814281,41.0473411985,2490.0,@GCF_000376645.1_Mannheimia_haemolytica_M42548_strain_M42548,171.0,1e-06,49.0
GCF_000422095.1,PRJNA224116,SAMN02056364,,na,1311760,75985,Mannheimia haemolytica D174,strain=D174,,latest,Complete Genome,Major,Full,2013/07/11,ASM42209v1,National Animal Disease Center,GCA_000422095.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/095/GCF_000422095.1_ASM42209v1,,,6.0,1.0,2509.0,2702201.0,,,41.0745166625,,,,,
GCF_000422145.1,PRJNA224116,SAMN02056285,,na,1261126,75985,Mannheimia haemolytica D153,strain=D153,,latest,Complete Genome,Major,Full,2013/07/11,ASM42214v1,National Animal Disease Center,GCA_000422145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/145/GCF_000422145.1_ASM42214v1,,,6.0,1.0,2535.0,2681844.0,,,41.0384422062,,,,,
GCF_000427275.1,PRJNA224116,SAMN02056363,,na,1311759,75985,Mannheimia haemolytica D171,strain=D171,,latest,Complete Genome,Major,Full,2013/07/11,ASM42727v1,National Animal Disease Center,GCA_000427275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/275/GCF_000427275.1_ASM42727v1,,assembly from proxytype material,6.0,1.0,2222.0,2501382.0,GCF_000427275.1_Mannheimia haemolytica D171_strain=D171,0.389915635157,41.1378989694,2491.0,@GCF_000427275.1_Mannheimia_haemolytica_D171_strain_D171,157.0,0.00260702,42.0
GCF_000439735.1,PRJNA224116,SAMN02262084,,na,1366053,75985,Mannheimia haemolytica USMARC_2286,strain=USMARC_2286,,latest,Complete Genome,Major,Full,2013/07/24,ASM43973v1,USDA-ARS U.S. Meat Animal Research Center,GCA_000439735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/735/GCF_000439735.1_ASM43973v1,,,6.0,1.0,2508.0,2658507.0,,,41.0629349481,,,,,
GCF_000963635.1,PRJNA224116,SAMN03435925,,na,75985,75985,Mannheimia haemolytica,strain=89010807N,"laboratory, frozen stock",latest,Complete Genome,Major,Full,2015/03/26,ASM96363v1,"USDA, ARS, USMARC",GCA_000963635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/963/635/GCF_000963635.1_ASM96363v1,,,6.0,1.0,2579.0,2705355.0,,,41.0328034583,,,,,
GCF_000963675.1,PRJNA224116,SAMN03435924,,na,75985,75985,Mannheimia haemolytica,strain=89010807N lktA-,,latest,Complete Genome,Major,Full,2015/03/26,ASM96367v1,"USDA, ARS, USMARC",GCA_000963675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/963/675/GCF_000963675.1_ASM96367v1,,,6.0,1.0,2577.0,2704219.0,,,41.035212015,,,,,
GCF_002285575.1,PRJNA224116,SAMN07537192,,na,75985,75985,Mannheimia haemolytica,strain=191,,latest,Complete Genome,Major,Full,2017/09/05,ASM228557v1,USDA-ARS-USMARC,GCA_002285575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/575/GCF_002285575.1_ASM228557v1,,,6.0,2.0,2598.0,2757078.0,,,41.0703288046,,,,,
GCF_002285595.1,PRJNA224116,SAMN07537191,,na,75985,75985,Mannheimia haemolytica,strain=187,,latest,Complete Genome,Major,Full,2017/09/05,ASM228559v1,USDA-ARS-USMARC,GCA_002285595.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/595/GCF_002285595.1_ASM228559v1,,,6.0,1.0,2517.0,2746467.0,,,41.0405076777,,,,,
GCF_002285615.1,PRJNA224116,SAMN07537190,,na,75985,75985,Mannheimia haemolytica,strain=186,,latest,Complete Genome,Major,Full,2017/09/05,ASM228561v1,USDA-ARS-USMARC,GCA_002285615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/615/GCF_002285615.1_ASM228561v1,,,6.0,1.0,2592.0,2753764.0,,,41.0681525359,,,,,
GCF_002285815.1,PRJNA224116,SAMN07537193,,na,75985,75985,Mannheimia haemolytica,strain=193,,latest,Complete Genome,Major,Full,2017/09/05,ASM228581v1,USDA-ARS-USMARC,GCA_002285815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/815/GCF_002285815.1_ASM228581v1,,,6.0,1.0,2586.0,2753764.0,,,41.0679346524,,,,,
GCF_001444445.1,PRJNA224116,SAMN04260158,,representative genome,76123,76123,Prevotella enoeca,strain=F0113,,latest,Complete Genome,Major,Full,2015/11/17,ASM144444v1,The Forsyth Institute,GCA_001444445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/445/GCF_001444445.1_ASM144444v1,,,3.0,1.0,2299.0,2861432.0,GCF_001444445.1_Prevotella enoeca_strain=F0113,0.0965772781063,46.470857948,8139.0,@GCF_001444445.1_Prevotella_enoeca_strain_F0113,121.0,0.153782,48.0
GCF_000017585.1,PRJNA224116,SAMN02603439,,representative genome,360107,76517,Campylobacter hominis ATCC BAA-381,strain=ATCC BAA-381,,latest,Complete Genome,Major,Full,2007/07/25,ASM1758v1,J. Craig Venter Institute,GCA_000017585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/585/GCF_000017585.1_ASM1758v1,,assembly from type material,3.0,2.0,1585.0,1714951.0,GCF_000017585.1_Campylobacter hominis ATCC BAA-381_strain=ATCC BAA-381,0.378801684129,31.7383412121,3975.0,@GCF_000017585.1_Campylobacter_hominis_ATCC_BAA-381_strain_ATCC_BAA-381,130.0,0.0654888,381.0
GCF_000468615.2,PRJNA224116,SAMN02208949,,representative genome,1348584,76594,Cellulophaga baltica 18,strain=18,,latest,Complete Genome,Major,Full,2014/12/09,ASM46861v2,University of Arizona,GCA_000468615.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/615/GCF_000468615.2_ASM46861v2,,,4.0,1.0,3873.0,4635105.0,GCF_000468615.2_Cellulophaga baltica 18_strain=18,0.22126924965,34.6810050689,8309.0,@GCF_000468615.2_Cellulophaga_baltica_18_strain_18,162.0,0.010055,88.0
GCF_000477035.2,PRJNA224116,SAMN02208950,,na,1348585,76594,Cellulophaga baltica NN016038,strain=NN016038,,latest,Complete Genome,Major,Full,2014/11/19,ASM47703v2,University of Arizona,GCA_000477035.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/035/GCF_000477035.2_ASM47703v2,,,4.0,1.0,3843.0,4560540.0,,,34.6697101659,,,,,
GCF_001483865.1,PRJNA224116,SAMN04363976,,representative genome,76731,76731,Roseateles depolymerans,strain=KCTC 42856,,latest,Complete Genome,Major,Full,2016/01/04,ASM148386v1,KCTC (Korean Collection for Type Cultures),GCA_001483865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/865/GCF_001483865.1_ASM148386v1,,,4.0,1.0,4561.0,5681722.0,GCF_001483865.1_Roseateles depolymerans_strain=KCTC 42856,0.384413157759,66.5671956495,3403.0,@GCF_001483865.1_Roseateles_depolymerans_strain_KCTC_42856,173.0,0.0200569,0.0
GCF_000510285.1,PRJNA224116,SAMN02641476,,na,1435044,76759,Pseudomonas monteilii SB3078,strain=SB3078,,latest,Complete Genome,Major,Full,2013/12/18,ASM51028v1,Aalborg University,GCA_000510285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/510/285/GCF_000510285.1_ASM51028v1,,,6.0,1.0,5230.0,6000087.0,,,62.4612109791,,,,,
GCF_000510325.1,PRJNA224116,SAMN02641477,,na,1435058,76759,Pseudomonas monteilii SB3101,strain=SB3101,,latest,Complete Genome,Major,Full,2013/12/18,ASM51032v1,Aalborg University,GCA_000510325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/510/325/GCF_000510325.1_ASM51032v1,,,6.0,1.0,5170.0,5945120.0,,,62.4933054337,,,,,
GCF_001534745.1,PRJNA224116,SAMN04158505,,representative genome,76759,76759,Pseudomonas monteilii,strain=USDA-ARS-USMARC-56711,,latest,Complete Genome,Major,Full,2016/01/25,ASM153474v1,USDA-ARS-USMARC,GCA_001534745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/534/745/GCF_001534745.1_ASM153474v1,,,7.0,1.0,3826.0,4714359.0,GCF_001534745.1_Pseudomonas monteilii_strain=USDA-ARS-USMARC-56711,0.455569246519,64.3563207639,1045.0,@GCF_001534745.1_Pseudomonas_monteilii_strain_USDA-ARS-USMARC-56711,191.0,0.00396933,1.0
GCF_002028325.1,PRJNA224116,SAMN06076152,,na,76761,76761,Pseudomonas veronii,strain=R02,,latest,Complete Genome,Major,Full,2017/03/15,ASM202832v1,University of Applied Sciences and Arts Western Switzerland,GCA_002028325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/325/GCF_002028325.1_ASM202832v1,,,6.0,1.0,6074.0,6852809.0,GCF_002028325.1_Pseudomonas veronii_strain=R02,0.468349408315,61.0629743219,1097.0,@GCF_002028325.1_Pseudomonas_veronii_strain_R02,259.0,0.00532823,237.0
GCF_001481655.1,PRJNA224116,SAMN04270979,,na,76832,76832,Myroides odoratimimus,strain=PR63039,,latest,Complete Genome,Major,Full,2015/12/23,ASM148165v1,Huaqiao University,GCA_001481655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/481/655/GCF_001481655.1_ASM148165v1,,,9.0,2.0,3712.0,4457748.0,GCF_001481655.1_Myroides odoratimimus_strain=PR63039,0.193591647062,34.1279722407,8261.0,@GCF_001481655.1_Myroides_odoratimimus_strain_PR63039,136.0,1e-06,2.0
GCF_000271325.1,PRJNA224116,SAMD00060988,,na,1002809,76853,Solibacillus silvestris StLB046,strain=StLB046,,latest,Complete Genome,Major,Full,2011/04/04,ASM27132v1,Department of Material and Environmental Chemistry Utsunomiya University,GCA_000271325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/325/GCF_000271325.1_ASM27132v1,,,12.0,2.0,3784.0,3984229.0,GCF_000271325.1_Solibacillus silvestris StLB046_strain=StLB046,0.417185026051,38.5933388869,5093.0,@GCF_000271325.1_Solibacillus_silvestris_StLB046_strain_StLB046,190.0,0.00873051,7.0
GCF_001586195.1,PRJNA224116,SAMN04111444,,representative genome,76853,76853,Solibacillus silvestris,strain=DSM 12223,,latest,Complete Genome,Major,Full,2016/03/10,ASM158619v1,Charles River ,GCA_001586195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/586/195/GCF_001586195.1_ASM158619v1,,assembly from type material,12.0,1.0,3752.0,3991226.0,GCF_001586195.1_Solibacillus silvestris_strain=DSM 12223,0.423668722552,38.6002446366,5092.0,@GCF_001586195.1_Solibacillus_silvestris_strain_DSM_12223,198.0,1e-06,9.0
GCF_000463395.1,PRJNA224116,SAMN02603657,,na,696216,76860,Streptococcus constellatus subsp. pharyngis C232,strain=C232,,latest,Complete Genome,Major,Full,2013/09/03,ASM46339v1,"National Microbiology Laboratory, Public Health Agency of Canada",GCA_000463395.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/395/GCF_000463395.1_ASM46339v1,,,4.0,1.0,1776.0,1935414.0,GCF_000463395.1_Streptococcus constellatus subsp. pharyngis C232_strain=C232,0.532386206693,38.1823217151,5341.0,@GCF_000463395.1_Streptococcus_constellatus_subsp._pharyngis_C232_strain_C232,116.0,0.0281112,13.0
GCF_000463425.1,PRJNA224116,SAMN02603661,,na,862969,76860,Streptococcus constellatus subsp. pharyngis C1050,strain=C1050,,latest,Complete Genome,Major,Full,2013/09/03,ASM46342v1,"National Microbiology Laboratory, Public Health Agency of Canada",GCA_000463425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/425/GCF_000463425.1_ASM46342v1,,,4.0,1.0,1824.0,1991156.0,,,38.1322206798,,,,,
GCF_000463445.1,PRJNA224116,SAMN02603660,,na,862968,76860,Streptococcus constellatus subsp. pharyngis C818,strain=C818,,latest,Complete Genome,Major,Full,2013/09/03,ASM46344v1,"National Microbiology Laboratory, Public Health Agency of Canada",GCA_000463445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/445/GCF_000463445.1_ASM46344v1,,,4.0,1.0,1775.0,1935662.0,,,38.1836291667,,,,,
GCF_001460635.1,PRJNA224116,SAMEA3507300,,representative genome,76936,76936,Helicobacter typhlonius,,1,latest,Complete Genome,Major,Full,2015/11/20,htyphlonius_mit97-6810,LEIDEN UNIVERSITY MEDICAL CENTER,GCA_001460635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/460/635/GCF_001460635.1_htyphlonius_mit97-6810,,,2.0,1.0,1773.0,1920832.0,GCF_001460635.1_Helicobacter typhlonius,0.447861265152,38.8549336954,3795.0,@GCF_001460635.1_Helicobacter_typhlonius,113.0,0.0861911,72.0
GCF_002080435.1,PRJNA224116,SAMN06647797,,representative genome,76947,76947,Sphingobium herbicidovorans,strain=MH,,latest,Complete Genome,Major,Full,2017/04/06,ASM208043v1,Aarhus University,GCA_002080435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/435/GCF_002080435.1_ASM208043v1,,assembly from type material,2.0,5.0,3793.0,4240798.0,GCF_002080435.1_Sphingobium herbicidovorans_strain=MH,0.47147185834,62.463691975,476.0,@GCF_002080435.1_Sphingobium_herbicidovorans_strain_MH,161.0,1e-06,145.0
GCF_000376585.1,PRJNA224116,SAMN02604272,,representative genome,1236908,77038,Wolbachia endosymbiont of Drosophila simulans wNo,strain=wNo,,latest,Complete Genome,Major,Full,2013/04/22,ASM37658v1,Uppsala University,GCA_000376585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/585/GCF_000376585.1_ASM37658v1,,,1.0,1.0,1050.0,1301823.0,GCF_000376585.1_Wolbachia endosymbiont of Drosophila simulans wNo_strain=wNo,0.511490573834,34.0106143462,612.0,@GCF_000376585.1_Wolbachia_endosymbiont_of_Drosophila_simulans_wNo_strain_wNo,59.0,0.0466332,3.0
GCF_000376605.1,PRJNA224116,SAMN02604273,,na,1236909,77038,Wolbachia endosymbiont of Drosophila simulans wHa,strain=wHa,,latest,Complete Genome,Major,Full,2013/04/22,ASM37660v1,Uppsala University,GCA_000376605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/605/GCF_000376605.1_ASM37660v1,,,1.0,1.0,1040.0,1295804.0,GCF_000376605.1_Wolbachia endosymbiont of Drosophila simulans wHa_strain=wHa,0.523976507127,35.0913409744,613.0,@GCF_000376605.1_Wolbachia_endosymbiont_of_Drosophila_simulans_wHa_strain_wHa,65.0,0.00575051,15.0
GCF_000953315.1,PRJNA224116,SAMEA2555295,,na,225364,77038,Wolbachia endosymbiont of Drosophila simulans wAu,,,latest,Complete Genome,Major,Full,2014/10/15,Wau001,SC,GCA_000953315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/315/GCF_000953315.1_Wau001,,,1.0,1.0,1043.0,1268461.0,GCF_000953315.1_Wolbachia endosymbiont of Drosophila simulans wAu,0.526750616271,35.2245752924,615.0,@GCF_000953315.1_Wolbachia_endosymbiont_of_Drosophila_simulans_wAu,81.0,0.00143227,52.0
GCF_000530755.1,PRJNA224116,SAMEA3138891,,na,1410384,77551,Wolbachia endosymbiont of Onchocerca volvulus str. Cameroon,strain=Cameroon,,latest,Complete Genome,Major,Full,2014/01/24,W_O_volvulus_Cameroon_v3,SC,GCA_000530755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/530/755/GCF_000530755.1_W_O_volvulus_Cameroon_v3,,,1.0,1.0,642.0,960618.0,GCF_000530755.1_Wolbachia endosymbiont of Onchocerca volvulus str. Cameroon_strain=Cameroon,0.582163840801,32.0681061567,608.0,@GCF_000530755.1_Wolbachia_endosymbiont_of_Onchocerca_volvulus_str._Cameroon_strain_Cameroon,63.0,0.00287146,42.0
GCF_001042675.1,PRJNA224116,SAMD00061048,,representative genome,864564,78258,Parascardovia denticolens DSM 10105 = JCM 12538,strain=JCM 12538,,latest,Complete Genome,Major,Full,2015/03/24,ASM104267v1,"Graduate School of Frontier Sciences, University of Tokyo",GCA_001042675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/675/GCF_001042675.1_ASM104267v1,,assembly from type material,2.0,1.0,1487.0,1890857.0,GCF_001042675.1_Parascardovia denticolens DSM 10105 = JCM 12538_strain=JCM 12538,0.447453378998,58.3129766027,7373.0,@GCF_001042675.1_Parascardovia_denticolens_DSM_10105___JCM_12538_strain_JCM_12538,78.0,0.0276465,5.0
GCF_001042695.1,PRJNA224116,SAMD00061049,,representative genome,1150468,78259,Scardovia inopinata JCM 12537,strain=JCM 12537,,latest,Complete Genome,Major,Full,2015/03/24,ASM104269v1,"Graduate School of Frontier Sciences, University of Tokyo",GCA_001042695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/695/GCF_001042695.1_ASM104269v1,,assembly from type material,2.0,1.0,1363.0,1797862.0,GCF_001042695.1_Scardovia inopinata JCM 12537_strain=JCM 12537,0.430284167641,48.6334323769,7374.0,@GCF_001042695.1_Scardovia_inopinata_JCM_12537_strain_JCM_12537,78.0,0.0962245,14.0
GCF_000498975.2,PRJNA224116,SAMN02470220,,na,1388763,78327,Pseudomonas mosselii SJ10,strain=SJ10,,latest,Complete Genome,Major,Full,2014/09/12,ASM49897v2,Kyungpook national university,GCA_000498975.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/975/GCF_000498975.2_ASM49897v2,,,7.0,1.0,5507.0,6247860.0,GCF_000498975.2_Pseudomonas mosselii SJ10_strain=SJ10,0.446775996194,63.392473583,1058.0,@GCF_000498975.2_Pseudomonas_mosselii_SJ10_strain_SJ10,207.0,0.00805282,172.0
GCF_002309555.1,PRJNA224116,SAMN07606279,,na,78327,78327,Pseudomonas mosselii,strain=BS011,,latest,Complete Genome,Major,Full,2017/09/18,ASM230955v1,China National Rice Research Institute,GCA_002309555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/309/555/GCF_002309555.1_ASM230955v1,,,7.0,1.0,5029.0,5751088.0,GCF_002309555.1_Pseudomonas mosselii_strain=BS011,0.448655373283,64.3460680831,1060.0,@GCF_002309555.1_Pseudomonas_mosselii_strain_BS011,213.0,0.00263825,128.0
GCF_000253375.1,PRJNA224116,SAMEA2272660,,na,1048245,78331,Mycobacterium canettii CIPT 140010059,strain=CIPT 140010059,,latest,Complete Genome,Major,Full,2011/07/14,ASM25337v1,Wellcome Trust Sanger Insititute,GCA_000253375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/375/GCF_000253375.1_ASM25337v1,,,1.0,1.0,3952.0,4482059.0,GCF_000253375.1_Mycobacterium canettii CIPT 140010059_strain=CIPT 140010059,0.585214554917,65.6223400897,6990.0,@GCF_000253375.1_Mycobacterium_canettii_CIPT_140010059_strain_CIPT_140010059,180.0,0.00135156,45.0
GCF_000175215.2,PRJNA224116,SAMN00002561,,representative genome,573065,78587,Asticcacaulis excentricus CB 48,strain=CB 48,,latest,Complete Genome,Major,Full,2010/12/22,ASM17521v2,US DOE Joint Genome Institute (JGI-PGF),GCA_000175215.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/215/GCF_000175215.2_ASM17521v2,,assembly from type material,3.0,4.0,3693.0,4308776.0,GCF_000175215.2_Asticcacaulis excentricus CB 48_strain=CB 48,0.478382623062,59.508083038,92.0,@GCF_000175215.2_Asticcacaulis_excentricus_CB_48_strain_CB_48,131.0,0.129682,347.0
GCF_000231385.2,PRJNA224116,SAMN02261405,,representative genome,768704,79209,Desulfosporosinus meridiei DSM 13257,strain=DSM 13257,,latest,Complete Genome,Major,Full,2012/08/27,ASM23138v3,JGI,GCA_000231385.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/385/GCF_000231385.2_ASM23138v3,,assembly from type material,11.0,1.0,4289.0,4873567.0,GCF_000231385.2_Desulfosporosinus meridiei DSM 13257_strain=DSM 13257,0.417133769548,41.7840772477,4948.0,@GCF_000231385.2_Desulfosporosinus_meridiei_DSM_13257_strain_DSM_13257,182.0,0.0232242,364.0
GCF_000024005.1,PRJNA224116,SAMN00001914,,representative genome,485918,79329,Chitinophaga pinensis DSM 2588,strain=DSM 2588,,latest,Complete Genome,Major,Full,2009/08/19,ASM2400v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/005/GCF_000024005.1_ASM2400v1,,assembly from type material,6.0,1.0,7045.0,9127347.0,GCF_000024005.1_Chitinophaga pinensis DSM 2588_strain=DSM 2588,0.175849936607,45.2271180224,8054.0,@GCF_000024005.1_Chitinophaga_pinensis_DSM_2588_strain_DSM_2588,178.0,0.112865,4.0
