sample_name,GenBank BioSample,NCBI SRA,project_id,source_mat_id,latitude,longitude,habitat_name,taxon_id,strain,genus,species,family,depth,sample_collection_site,class,phylum,assembly_accession_number,collection_date,date_of_experiment,day_portion_of_day_night_cycle_in_hours,envo_term_for_habitat_primary_term,growth_medium,investigation_type,light,other_collection_site_info,sample_material,experimental_salinity,experimental_temperature,fastq_file,night_portion_of_day_night_cycle_in_hours,primary_citation,longhurst_province,ph,clonal,envo_term_for_habitat_secondary_term,habitat_description,prey_organism_if_applicable,environmental_salinity,other_experimental_metadata_available,country,axenic,modifications_to_growth_medium,additional_citations,collection_time,other_environmental_metadata_available,environmental_temperature,phosphate,nitrate,iron,trace_elements,pressure,carbon_dioxide,ammonium,pcr_amp,silicate,sample_type,sample_description,collection_start_time,collection_stop_time,site_name,site_description,library_acc,sequencing_method,dna_type,comments,order,superkingdom,combined_assembly_name,external_sample_id,habitat,principle_investigator,sample_volume,volume_unit,filter_min,filter_max,filter_fraction_maximum,filter_fraction_minimum,volume_filtered,urea,chlorophyll,elevation,dissolved_oxygen,particulate_organic_carbon,region,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
MMETSP0806,2740067,SRS618978,104,CAM_SMPL_002831,35.0,-70.0,marine habitat,156133,CCMP1413,Prasinoderma,coloniale,Pyncnococcaceae,150.0,Atlantic_Ocean,Prasinophyceae,Chlorophyta,CAM_ASM_000649,02-JUL-86,23-NOV-10,14.0,Acquatic: marine,K-Si artificial sea water,EU,100.0,,seawater,35.0,21.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP080/MMETSP0806.fastq.tar,10.0,,NASW,8.2,Unknown,,,,,,,No,"K for all nutrients, except omitted silicate",,,,,10.0,882.0,,12766.0,,,50.0,No,,eukaryotes,Prasinoderma coloniale CCMP1413,1986-07-02 00:00:00.0,1986-07-02 00:00:00.0,Atlantic_Ocean,,CAM_LIB_001597,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0806"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0806</a>",Prasinococcales,Eukaryota,,CCMP1413,marine habitat,Alexandra Z. Worden,,,,,,,,,,,,,,,,,,MMETSP0806|Prasinoderma-coloniale-CCMP1413,,,404.0,@MMETSP0806_Prasinoderma-coloniale-CCMP1413,233.0,0.0210966,1462.0
MMETSP0573,2740179,SRS618830,104,CAM_SMPL_002835,,,marine habitat,156230,SP1,Karenia,brevis,Gymnodiniaceae,,Gulf of Mexico,Dinophyceae,Dinophyta,CAM_ASM_000653,01-OCT-99,10-APR-11,12.0,Acquatic: marine,L1 amended seawater,EU,70.0,South Padre Island,Seawater,35.0,25.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP057/MMETSP0573.fastq.tar,12.0,"Henrichs, D. W., Renshaw, M. A., Santamaria, C. A., Richardson, B., Gold, J. R. & Campbell, L. 2008. PCR amplification of microsatellites from single cells of Karenia brevis preserved in Lugol's iodine solution. Marine Biotechnology 10:122-27.",,8.3,1,,coastal harmful algal bloom,,,acclimated to salinity of 35,US,No,,"Errera, R. M., Bourdelais, A., Drennan, M. A., Dodd, E. B., Henrichs, D. W. & Campbell, L. 2010. Variation inbrevetoxin and brevenal content among clonal cultures of Karenia brevis may influence bloom toxicity. Toxicon55:195-203; Daugbjerg, N. G. Hansen,",,Haplotype based on 18 microsatellite loci at http://oceanz.tamu.edu/~campbell/gmx_msat/,,36.2,882.0,,25.0,,,,No,,eukaryotes,Karenia brevis SP1,1999-10-01 00:00:00.0,1999-10-01 00:00:00.0,Gulf of Mexico,South Padre Island,CAM_LIB_001601,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0573"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0573</a>",Gymnodiniales,Eukaryota,Karenia-brevis-SP1,SP1_35,marine habitat,Lisa Campbell,,,,,,,,,,,,,,,,,,MMETSP0573|Karenia-brevis-SP1,,,138.0,@MMETSP0573_Karenia-brevis-SP1,269.0,1e-06,6759.0
MMETSP0807,2740184,SRS616867,104,CAM_SMPL_002839,37.78,-122.35,marine habitat,88271,CCMP1897,Picocystis,salinarum,Unknown,,Pacific_Ocean,Unknown,Chlorophyta,CAM_ASM_000657,05-DEC-99,15-DEC-10,14.0,Acquatic: marine,K-Si amended natural seawater (Eastern Pacific),EU,30.0,San Francisco Bay,saline pond,35.0,6.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP080/MMETSP0807.fastq.tar,10.0,,CCAL,8.2,Unknown,,saline pond,,,,US,No,K for all nutrients except omitted silicate,,,,,10.0,882.0,,12766.0,,,50.0,No,,eukaryotes,Picocystis salinarum CCMP1897,1999-12-05 00:00:00.0,1999-12-05 00:00:00.0,Pacific_Ocean,San Francisco Bay,CAM_LIB_001605,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0807"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0807</a>",,Eukaryota,Picocystis-salinarum-CCMP1897,CCMP1897,marine habitat,Alexandra Z. Worden,,,,,,,,,,,,,,,,,,MMETSP0807|Picocystis-salinarum-CCMP1897,,,336.0,@MMETSP0807_Picocystis-salinarum-CCMP1897,201.0,1e-06,1188.0
MMETSP0809,2740100,SRS618918,104,CAM_SMPL_002840,41.6,-71.4,marine habitat,73025,CCMP1594,Eutreptiella,gymnastica-like,Eutreptiaceae,,Narragansett Bay,Euglenida,Euglenozoa,CAM_ASM_000658,01-OCT-91,02-FEB-11,12.0,,marine media K,EU,150.0,,seawater,35.0,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP080/MMETSP0809.fastq.tar,12.0,https://ccmp.bigelow.org/node/1/strain/CCMP1594,NWCS,8.0,Unknown,,,,35.0,Cholorphyll - 96.2 ug/L,,No,plus soil exract,,,,20.0,,,,,,,,No,,eukaryotes,Eutreptiella gymnastica-like CCMP1594,1991-10-01 00:00:00.0,1991-10-01 00:00:00.0,Narragansett Bay,,CAM_LIB_001606,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0809"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0809</a>",Eutreptiales,Eukaryota,Eutreptiella-gymnastica_like-CCMP1594,EutrepLight,marine habitat,David Caron,,,,,,,,,,,,,,,,,,MMETSP0809|Eutreptiella-gymnastica-like-CCMP1594,,,278.0,@MMETSP0809_Eutreptiella-gymnastica-like-CCMP1594,184.0,1.04033,1324.0
MMETSP0882,2740025,SRS619060,104,CAM_SMPL_002842,30.8333,-136.8333,marine habitat,35679,CCMP1429,Pelagococcus,subviridis,Pelagomonodaceae,5.0,Pacific_Ocean,Pelagophyceae,Ochrophyta,CAM_ASM_000660,17-FEB-73,25-SEP-11,12.0,Acquatic: marine,GSe media,EU,90.0,,seawater,32.0,22.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP088/MMETSP0882.fastq.tar,12.0,"Journal of Phycology, Volume 29, Issue 5, pages 701–715, October 1993ULTRASTRUCTURE AND 18S RRNA GENE SEQUENCE FOR PELAGOMONAS CALCEOLATA GEN. ET SP. NOV. AND THE DESCRIPTION OF A NEW ALGAL CLASS, THE PELAGOPHYCEAE CLASSIS NOV",NPTG,7.8,Unknown,Not Applicable,open ocean mixed layer,none,35.0,CCMP1756 is the axenic version of CCMP1214,US,No,Ammonium in place of nitrate,,12:00 PM,,25.0,4.0,,1100.0,1004.0,1.0,400.0,80.0,No,,eukaryotes,Pelagococcus subviridis CCMP1429,2073-02-17 12:00:00.0,2073-02-17 12:00:00.0,Pacific_Ocean,,CAM_LIB_001608,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0882"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0882</a>",,Eukaryota,Pelagococcus-subviridis-CCMP1429,Pelagomonas replete,marine habitat,Christopher Gobler,,,,,,,,,1.0,,8.0,,,,,,,MMETSP0882|Pelagococcus-subviridis-CCMP1429,,,37.0,@MMETSP0882_Pelagococcus-subviridis-CCMP1429,229.0,0.013987,1527.0
MMETSP0578,2740128,SRS619110,104,CAM_SMPL_002845,41.4331,-71.455,marine habitat,267565,CCMP 1804,Skeletonema,grethea,Skeletonemaceae,0.5,"Narragansett, RI",Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000663,01-AUG-95,14-JAN-12,12.0,Acquatic: marine,f/2 amended seawater,EU,180.0,URI-GSO Dock,Seawater,36.0,14.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP057/MMETSP0578.fastq.tar,12.0,"Sarno, D., Kooistra, W.H.C.F., Medlin, L.K., Percopo, I. & Zingone, A. (2005). Diversity in the genus Skeletonema (Bacillariophyceae): II. An assessment of the taxonomy of S. costatum-like species, with the description of four new species. Journal of Phyc",,7.9,1,Not Applicable,Coastal Waters,,,Axenic,US,No,,###############################################################################################################################################################################################################################################################,,,,36.3,883.0,,,,,,No,107.0,eukaryotes,Skeletonema grethea CCMP 1804,1995-08-01 00:00:00.0,1995-08-01 00:00:00.0,"Narragansett, RI",URI-GSO Dock,CAM_LIB_001611,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0578"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0578</a>",,Eukaryota,,CCMP1804-replete- day,marine habitat,Tatiana Rynearson,,,,,,,,,,,,,,,,,,MMETSP0578|Skeletonema-grethea-CCMP1804,,,497.0,@MMETSP0578_Skeletonema-grethea-CCMP1804,201.0,0.00172968,1247.0
MMETSP0713,2740363,SRS619079,104,CAM_SMPL_002846,41.325,-70.5667,marine habitat,33640,Asterionellopsis glacialis,Asterionellopsis,glacialis,Fragilariaceae,,Atlantic_Ocean,Fragilariophyceae,Bacillariophyta,CAM_ASM_000664,01-APR-11,04-NOV-11,14.0,Acquatic: marine,f/2 amended seawater,EU,90.0,Martha's Vineyard Coastal Observatory site,Seawater,32.0,7.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP071/MMETSP0713.fastq.tar,10.0,,NWCS,,1,,mesotrophic coastal surface waters,,,non-axenic monoculture,US,1,f/2 for all nutrients,"Round, F. E., R. M. Crawford, and D. G. Mann (1990), The Diatoms, 747 pp., Cambridge Univ. Press, Cambridge., Tomas, Carmelo R. 1997. Identifying Marine Phytoplankton . Academic Press, San Diego, California.",,,,40.0,840.0,10000.0,1000.0,,,,No,110.0,eukaryotes,Asterionellopsis glacialis,2011-04-01 00:00:00.0,2011-04-01 00:00:00.0,Atlantic_Ocean,Martha's Vineyard Coastal Observatory site,CAM_LIB_001612,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0713"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0713</a>",Fragilariales,Eukaryota,,Aste,marine habitat,Robert Olson,,,,,,,,,,,,,,,,,,MMETSP0713|Asterionellopsis-glacialis,,,526.0,@MMETSP0713_Asterionellopsis-glacialis,206.0,1e-06,1433.0
MMETSP0716,2740488,SRS619054,104,CAM_SMPL_002847,32.9,117.255,marine habitat,230516,Chaetoceros curvisetus,Chaetoceros,curvisetus,Chaetocerotaceae,,Pacific_Ocean,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000665,,12-AUG-11,24.0,Acquatic: marine,ASW,EU,200.0,SIO Pier,seawater,,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP071/MMETSP0716.fastq.tar,,,,8.0,1,,mesotrophic coastal ocean,,,"cell concentration, neutral lipid content (fluorometrically determined with Nile Red)",US,No,,,,SIO Pier is a SCCOOS monitoring site,,0.2,2.97,,19.73,,,,No,0.42,eukaryotes,Chaetoceros curvisetus,,,Pacific_Ocean,SIO Pier,CAM_LIB_001613,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0716"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0716</a>",Chaetocerotales,Eukaryota,Chaetoceros-curvisetus,C.curvisetus_Exponential,marine habitat,Sarah Smith,,,,,,,,,,,,,,,,,,MMETSP0716|Chaetoceros-curvisetus,,,463.0,@MMETSP0716_Chaetoceros-curvisetus,0.0,0.184013,0.0
MMETSP0593,2740205,SRS619111,104,CAM_SMPL_002854,34.3,132.4,marine habitat,267983,CCMP2506,Skeletonema,japonicum,Skeletonemaceae,0.5,Seto Inland Sea,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000672,01-OCT-02,09-DEC-11,12.0,Acquatic: marine,f/2 amended seawater,EU,180.0,Hiroshima Bay,Seawater,36.0,14.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP059/MMETSP0593.fastq.tar,12.0,"Sarno, D., Kooistra, W.H.C.F., Medlin, L.K., Percopo, I. & Zingone, A. (2005). Diversity in the genus Skeletonema (Bacillariophyceae): II. An assessment of the taxonomy of S. costatum-like species, with the description of four new species. Journal of Phyc",KURO,7.9,1,Not Applicable,Coastal Waters,,,Axenic,JP,No,,###############################################################################################################################################################################################################################################################,,,,36.3,883.0,,,,,,No,107.0,eukaryotes,Skeletonema japonicum CCMP2506,2002-10-01 00:00:00.0,2002-10-01 00:00:00.0,Seto Inland Sea,Hiroshima Bay,CAM_LIB_001620,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0593"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0593</a>",,Eukaryota,,CCMP2506-replete- day,marine habitat,Tatiana Rynearson,,,,,,,,,,,,,,,,,,MMETSP0593|Skeletonema-japonicum-CCMP2506,,,498.0,@MMETSP0593_Skeletonema-japonicum-CCMP2506,216.0,0.00268554,1446.0
MMETSP0724,2740492,SRS618942,104,CAM_SMPL_002858,32.87,-117.25,marine habitat,265536,CCMP467,Amphiprora,sp.,Amphipleuraceae,,,Bacillariophyceae,Bacillariophyta,CAM_ASM_000676,,01-DEC-11,12.0,Acquatic: marine,NEPC,EU,200.0,,,30.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP072/MMETSP0724.fastq.tar,12.0,,,8.0,1,,,,,"growth, neutral lipid content (fluorometrically determined with Nile Red or Bodipy)",,No,,,,,,0.01,0.55,,16.33,,,,No,0.11,eukaryotes,Amphiprora sp. CCMP467,,,,,CAM_LIB_001624,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0724"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0724</a>",Naviculales,Eukaryota,Amphiprora-sp,A.sp_Exponential,marine habitat,Sarah Smith,,,,,,,,,,,,,,,,,,MMETSP0724|Amphiprora-sp-CCMP467,,,531.0,@MMETSP0724_Amphiprora-sp-CCMP467,248.0,0.0472327,2712.0
MMETSP0886,2740026,SRS618894,104,CAM_SMPL_002861,30.8333,-136.8333,marine habitat,35677,CCMP1756,Pelagomonas,calceolata,Pelagomonodaceae,5.0,Pacific_Ocean,Pelagophyceae,Ochrophyta,CAM_ASM_000679,17-FEB-73,19-AUG-11,12.0,Acquatic: marine,GSe media,EU,100.0,,seawater,32.0,22.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP088/MMETSP0886.fastq.tar,12.0,"Journal of Phycology, Volume 29, Issue 5, pages 701–715, October 1993ULTRASTRUCTURE AND 18S RRNA GENE SEQUENCE FOR PELAGOMONAS CALCEOLATA GEN. ET SP. NOV. AND THE DESCRIPTION OF A NEW ALGAL CLASS, THE PELAGOPHYCEAE CLASSIS NOV",NPTG,7.8,Unknown,Not Applicable,open ocean mixed layer,none,35.0,,US,No,Ammonium in place of nitrate,,12:00 PM,Representative data from the location of collection is available,25.0,4.0,,1100.0,1004.0,1.0,400.0,50.0,No,,eukaryotes,Pelagomonas calceolata  CCMP1756,2073-02-17 12:00:00.0,2073-02-17 12:00:00.0,Pacific_Ocean,,CAM_LIB_001627,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0886"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0886</a>",,Eukaryota,Pelagomonas-calceolata-CCMP1756,Pelagomonas replete,marine habitat,Christopher Gobler,,,,,,,,,1.0,,8.0,,,,,,,MMETSP0886|Pelagomonas-calceolata-CCMP1756,,,39.0,@MMETSP0886_Pelagomonas-calceolata-CCMP1756,172.0,1e-06,1107.0
MMETSP0603,2740055,SRS618915,104,CAM_SMPL_002864,41.566,-70.5842,marine habitat,216823,CCMP793,Skeletonema,menzelii,Skeletonemaceae,,Atlantic_Ocean,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000682,18-JUL-82,26-SEP-11,12.0,Acquatic: marine,f/2 amended seawater,EU,180.0,"Perch Pond, Falmouth, Massachusetts USA",seawater,36.0,14.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP060/MMETSP0603.fastq.tar,12.0,,,7.9,1,Not Applicable,Coastal salt pond,,,Axenic,US,No,f/2 for all nutrients,"Kooistra, W. H. C. F., D. Sarno, S. Balzano, H. Gu, R. A. Andersen and A. Zingone (2008). ""Global Diversity and Biogeography of Skeletonema Species (Bacillariophyta)."" Protist 159(2): 177-193.",,,,36.2,882.0,,,,,,No,106.0,eukaryotes,Skeletonema menzelii CCMP793,1982-07-18 00:00:00.0,1982-07-18 00:00:00.0,Atlantic_Ocean,"Perch Pond, Falmouth, Massachusetts USA",CAM_LIB_001630,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0603"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0603</a>",,Eukaryota,Skeletonema-menzelii-CCMP793,CCMP793-replete,marine habitat,Tatiana Rynearson,,,,,,,,,,,,,,,,,,MMETSP0603|Skeletonema-menzelii-CCMP793,,,489.0,@MMETSP0603_Skeletonema-menzelii-CCMP793,220.0,0.0451236,1459.0
MMETSP1163,2740093,SRS616868,104,CAM_SMPL_002866,7.48,146.46,marine habitat,124430,CCMP2877,Phaeomonas,parva,Pinguiochrysidaceae,,Pacific_Ocean,Pinguiophyceae,Ochrophyta,CAM_ASM_000684,30-NOV-90,15-FEB-12,13.0,,L1,EU,,"7.4800N 146.4600E (approx.) near the Caroline Islands, Micronesia, equatorial Pacific Ocean",,32.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP116/MMETSP1163.fastq.tar,11.0," Honda,D et Inouye,I",WARM,8.0,Unknown,,open ocean,,,,,No,added 200 ul of 500 mol NH4Cl per liter,,,,,36.2,882.0,,12871.2,,,100.0,No,106.0,eukaryotes,Phaeomonas parva CCMP2877,1990-11-30 00:00:00.0,1990-11-30 00:00:00.0,Pacific_Ocean,"7.4800N 146.4600E (approx.) near the Caroline Islands, Micronesia, equatorial Pacific Ocean",CAM_LIB_001632,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1163"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1163</a>",Pinguiochrysidales,Eukaryota,,CCMP2877,marine habitat,Willie Wilson,,,,,,,,,,,,,,,,,,MMETSP1163|Phaeomonas-parva-CCMP2877,,,14.0,@MMETSP1163_Phaeomonas-parva-CCMP2877,209.0,0.0760859,1560.0
MMETSP1164,2740578,SRS621478,104,CAM_SMPL_002867,24.62,125.24,marine habitat,1104430,CCMP2950,Chrysoreinhardia,sp,Unknown,,Pacific_Ocean,Pelagophyceae,Ochrophyta,CAM_ASM_000685,,10-FEB-12,13.0,,L1,EU,,"Naga-hama Japan, North Pacific",,32.0,24.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP116/MMETSP1164.fastq.tar,11.0,,,8.0,Unknown,,,,,,,No,added 200 ul of 500 mol NH4Cl per liter,,,,,36.2,882.0,,12871.2,,,100.0,No,106.0,eukaryotes,Chrysoreinhardia sp CCMP2950,,,Pacific_Ocean,"Naga-hama Japan, North Pacific",CAM_LIB_001633,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1164"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1164</a>",Sarcinochrysidales,Eukaryota,,CCMP2950,marine habitat,Willie Wilson,,,,,,,,,,,,,,,,,,MMETSP1164|Chrysoreinhardia-sp-CCMP2950,,,49.0,@MMETSP1164_Chrysoreinhardia-sp-CCMP2950,209.0,0.0289103,1294.0
MMETSP1165,2740262,SRS621476,104,CAM_SMPL_002868,13.5,144.75,marine habitat,284809,CCMP3189,Chrysocystis,fragilis,Sarcinochrysidaceae,,Pacific_Ocean,Dictyochophyceae,Ochrophyta,CAM_ASM_000686,19-AUG-07,10-FEB-12,13.0,,L1,EU,,"13.5000N 144.7500E Guam, North Pacific",,32.0,24.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP116/MMETSP1165.fastq.tar,11.0,"Lobban, Honda et Chihara",NPSW,8.0,Unknown,,,,,,GUAM,No,added 200 ul of 500 mol NH4Cl per liter,,,,,36.2,882.0,,12871.2,,,100.0,No,106.0,eukaryotes,Chrysocystis fragilis CCMP3189,2007-08-19 00:00:00.0,2007-08-19 00:00:00.0,Pacific_Ocean,"13.5000N 144.7500E Guam, North Pacific",CAM_LIB_001634,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1165"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1165</a>",Sarcinochrysidales,Eukaryota,,CCMP3189,marine habitat,Willie Wilson,,,,,,,,,,,,,,,,,,MMETSP1165|Chrysocystis-fragilis-CCMP3189,,,46.0,@MMETSP1165_Chrysocystis-fragilis-CCMP3189,186.0,0.0275593,1266.0
MMETSP1318,2740178,SRS621586,104,CAM_SMPL_002869,37.4,15.61666667,marine habitat,552666,RCC365,Partenskyella,glossopodia,Chlorarachniaceae,5.0,Mediterranean Sea,Chlorarachnea,Cercozoa,CAM_ASM_000687,26-SEP-99,15-JAN-12,12.0,Aquatic: marine,K,EU,100.0,,seawater,35.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP131/MMETSP1318.fastq.tar,12.0,"Ota, S., Vaulot, D., Le Gall, F., Yabuki, A. and Ishida, K. (2009) Partenskyella glossopodia gen. et sp. nov., the first report of chlorarachniophyte that lacks pyrenoid. Protist 160: 137-150",MEDI,,No,,,,,,,No,,,,,,,,,,,,,No,,eukaryotes,Partenskyella glossopodia RCC365,1999-09-26 00:00:00.0,1999-09-26 00:00:00.0,Mediterranean Sea,,CAM_LIB_001635,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1318"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1318</a>",,Eukaryota,,RCC365,marine habitat,Willie Wilson,,,,,,,,,,,,,,,,,,MMETSP1318|Partenskyella-glossopodia-RCC365,,,426.0,@MMETSP1318_Partenskyella-glossopodia-RCC365,248.0,0.112038,1913.0
MMETSP1319,2740123,SRS621454,104,CAM_SMPL_002870,-16.0,-150.0,marine habitat,172717,RCC208,Bolidomonas,pacifica,Bolidomonadaceae,5.0,Pacific Ocean,Bolidophyceae,Ochrophyta,CAM_ASM_000688,26-NOV-94,15-JAN-12,12.0,Aquatic: marine,K,EU,100.0,Equatorial Pacific,seawater,35.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP131/MMETSP1319.fastq.tar,12.0,"Guillou, L., Moon-van der Staay, S.Y., Claustre, H., Partensky, F. and Vaulot, D. (1999) Diversity and abundance of Bolidophyceae (Heterokonta) in two oceanic regions. Appl. Environ. Microbiol. 65: 4528-4536",SPSG,,No,,,,,,,No,,,,,,,,,,,,,No,,eukaryotes,Bolidomonas pacifica RCC208,1994-11-26 00:00:00.0,1994-11-26 00:00:00.0,Pacific Ocean,Equatorial Pacific,CAM_LIB_001636,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1319"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1319</a>",,Eukaryota,,RCC208,marine habitat,Daniel Vaulot,,,,,,,,,,,,,,,,,,MMETSP1319|Bolidomonas-pacifica-RCC208,,,455.0,@MMETSP1319_Bolidomonas-pacifica-RCC208,244.0,1e-06,1897.0
MMETSP1320,2740277,SRS621587,104,CAM_SMPL_002871,35.66666667,14.1,marine habitat,91990,RCC2347,Bolidomonas,sp.,Bolidomonoadaceae,25.0,Mediterranean Sea,Bolidophyceae,Ochrophyta,CAM_ASM_000689,08-JUL-08,15-JAN-12,12.0,Aquatic: marine,K,EU,40.0,,seawater,35.0,22.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP132/MMETSP1320.fastq.tar,12.0,"Guillou, L. (2011) Characterization of the Parmales: much more than the resolution of a taxonomic enigma. J. Phycol. 47: 2-4",MEDI,,No,,,,,,,No,,,,,,,,,,,,,No,,eukaryotes,Bolidomonas sp. RCC2347,2008-07-08 00:00:00.0,2008-07-08 00:00:00.0,Mediterranean Sea,,CAM_LIB_001637,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1320"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1320</a>",,Eukaryota,,RCC2347,marine habitat,Willie Wilson,,,,,,,,,,,,,,,,,,MMETSP1320|Bolidomonas-sp-RCC2347,,,454.0,@MMETSP1320_Bolidomonas-sp-RCC2347,225.0,1e-06,1464.0
MMETSP1167,2740220,SRS621415,104,CAM_SMPL_002877,34.0,135.1,marine habitat,2988,CCMP3275,Mallomonas,Sp,Mallomonadaceae,,Arabian Sea,Synurophyceae,Ochrophyta,CAM_ASM_000695,25-JAN-04,10-FEB-12,13.0,,PROV50,EU,,"34.0000N 135.1000E Isonoura Beach, Isonoura Wakayama Japan (approx.)",,32.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP116/MMETSP1167.fastq.tar,11.0,,KURO,8.0,Unknown,,,,,,,No,,,,,,36.2,882.0,,12871.2,,,50.0,No,,eukaryotes,Mallomonas Sp CCMP3275,2004-01-25 00:00:00.0,2004-01-25 00:00:00.0,Arabian Sea,"34.0000N 135.1000E Isonoura Beach, Isonoura Wakayama Japan (approx.)",CAM_LIB_001643,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP1167"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1167</a>",Synurales,Eukaryota,,CCMP3275,marine habitat,Willie Wilson,,,,,,,,,,,,,,,,,,MMETSP1167|Mallomonas-sp-CCMP3275,,,3.0,@MMETSP1167_Mallomonas-sp-CCMP3275,209.0,0.172787,1713.0
